2.17	0.87	1475.08
1.21	3.01	239.02
2.31	2.05	1081.56
-0.23	2.06	404.36
2.4	2.62	987.92
1.23	2.04	27.84
-1.38	3.13	155.87
-0.49	-0.64	79.68
2.41	2.91	841.89
-0.97	2.09	135.92
-0.96	-1.2	453.96
3.34	0.87	10584.83
1.59	1.1	204.3
1.96	1.76	434.23
-1.21	1.68	9.55
1.59	1.78	56.31
1.34	1.89	1.01
-0.32	1.9	324.88
2.46	0.63	2941.51
1.15	-0.48	324.92
-0.35	2.24	450.2
-0.57	1.03	52.18
3.33	0.78	10632.77
-0.34	-0.94	113.22
2.12	-0.45	2445.96
1.32	3.29	239.61
-0.59	-0.36	52.67
2.91	1.99	4200.23
0.7	-0.02	26.1
0.02	2.1	441.79
3.45	2.12	9575.73
-0.07	0.33	11.71
3.38	1.06	10747.74
2.21	0.99	1517.87
-1.14	-0.88	479.65
0.41	2.19	409.16
-1.3	-1.37	941.65
2.43	0.06	3418.33
-0.38	0.94	65.2
0.21	2.24	482.82
2.98	0.53	6976.84
0.56	3.3	892.05
1.88	1.8	301.59
0.21	1.43	192.7
3.19	-1.48	13591.26
0.45	-1.27	217.13
2.61	-0.69	5630.74
-0.71	-0.21	53.92
1.48	-1.16	1122.75
1.59	-1.2	1390.22
-1.11	2.05	71.35
-0.87	2.61	346.89
1.23	1.94	18.29
0.72	-0.96	218.65
0.88	0.58	3.79
1.6	0.33	497.65
2.97	1.36	5570.38
3.07	-1.11	11102.7
2.45	0.14	3438.99
2.94	2.16	4207.47
-0.03	0.56	32.32
-0.09	0.35	12.88
1.72	0.59	561.45
0.77	0.46	1.82
-1.31	2.51	68.36
3.18	2.06	6488.87
1.33	-1.36	979.11
3.22	0.54	9664.67
3.1	-1.41	12148.45
1.8	-0.86	1681.64
1.2	0.5	88.4
1.52	0.61	289.41
2.66	-0.02	5037.51
2.24	-0.89	3491.51
2.8	-1.06	7924.24
3.03	-0.22	8841.81
0.2	3.44	1156.64
0.48	2.7	610.16
0.75	1.45	78.83
1.66	0.09	710.98
-0.01	-1.45	211.3
2.39	1.73	1587.64
-1.38	-0.91	797.75
2.47	2.93	1007.62
-1.01	2.64	266.45
1.09	1.15	0.15
1.3	3.39	289.09
0.14	1.75	300.17
-0.92	-1.09	378.65
1.18	2.55	134.04
1.75	-0.84	1523.51
1.91	-0.24	1512.56
-1.21	-1.28	757.89
-1.45	0.44	282.39
2.63	0.99	3515.47
-1.21	2.62	138.49
2.86	3.29	2394.28
1.03	1.62	31.26
2.59	-0.52	5227.07
0.15	1.4	190.47
3.15	2.66	5279.01
0.23	-0.08	2.36
1.46	2.85	51.82
3.09	3.06	4213.91
2.68	0.98	3849.8
2.2	2.95	358.65
0.15	3.19	1004.03
2.18	3.09	277.75
3.03	2.31	4725.05
-0.75	-1.13	289.52
1.99	1.88	433.66
2.46	3.13	855.71
0.8	2.72	432.68
-0.43	-0.96	133.12
3.25	-0.18	11545.19
1.35	0.18	269.9
2.56	-0.62	5148.49
1.77	-0.08	1032.87
1.04	-0.01	119.16
3.19	-0.45	11296.2
-0.43	-0.98	137.74
0.29	-0.46	30.11
1.95	1.61	481.61
2.89	1.12	5233.9
0.38	2.94	781.92
-1.3	-0.94	696.98
-0.55	-1.0	172.05
2.67	1.31	3388.75
-1.04	-0.92	404.8
-0.02	2.45	601.09
1.24	-1.29	799.59
2.11	-0.3	2259.48
1.28	3.44	324.65
-0.55	3.46	999.38
0.28	-1.17	156.37
3.25	3.22	5396.29
2.7	-0.5	6071.3
2.95	1.99	4509.57
1.85	2.47	91.45
-0.08	-1.08	119.19
-0.88	1.16	18.4
0.36	2.05	369.2
-0.37	2.48	550.89
0.74	1.7	132.87
2.82	0.03	6279.75
-0.83	-1.2	360.14
-0.5	1.73	221.29
1.63	2.95	8.99
-0.13	2.09	431.05
-1.1	0.87	15.97
2.5	3.46	780.66
3.19	2.1	6527.14
-1.48	-0.43	692.8
1.64	3.32	40.15
0.92	0.47	14.17
-1.28	2.39	61.69
3.48	1.4	11477.42
1.67	2.25	29.49
2.12	-0.98	2998.16
3.43	-1.05	16428.07
1.33	0.08	285.35
1.01	0.48	29.17
-1.37	0.32	248.01
0.59	1.77	202.35
0.33	0.08	0.53
2.79	0.63	5121.32
-1.42	1.54	28.55
-0.75	1.48	87.24
2.45	0.82	2687.93
-0.78	0.47	5.08
1.56	0.48	381.97
1.42	-0.33	550.74
0.47	-0.39	37.6
3.4	3.07	7213.77
3.07	2.08	5399.04
1.93	0.41	1099.72
0.84	3.29	667.94
3.03	1.86	5363.68
2.59	3.3	1164.04
2.34	2.18	1087.89
0.81	0.37	8.22
-0.13	1.34	176.34
1.65	3.47	56.3
2.17	2.6	446.11
-0.94	0.89	3.77
3.44	3.07	7686.02
-0.36	2.04	366.81
1.2	-0.62	424.4
1.16	1.4	0.32
-0.46	2.22	405.5
2.97	3.13	3242.52
1.59	2.43	1.31
1.82	2.62	48.61
3.49	-0.56	16237.21
-0.52	0.45	5.54
2.64	0.17	4626.15
-1.2	-0.78	497.68
-0.52	0.84	34.75
0.16	1.65	264.57
2.82	3.46	2021.48
3.48	1.01	12328.04
0.1	1.61	256.81
0.81	2.23	247.75
0.26	0.02	0.77
0.73	3.48	868.61
-0.62	0.02	15.9
2.12	0.07	1958.79
2.05	3.25	91.83
0.65	0.96	29.01
1.24	2.98	208.11
3.28	-1.4	14787.87
1.01	1.26	5.76
2.2	-0.54	2895.88
-0.99	0.51	26.06
2.95	-0.77	8976.63
0.81	-0.7	183.94
2.97	2.53	3961.42
-0.57	-1.42	306.93
2.72	2.22	2684.54
2.05	0.9	1091.75
-0.22	0.06	1.5
3.18	0.12	9989.56
2.67	-0.18	5344.79
3.25	3.32	5250.44
-0.14	1.69	280.32
0.12	0.82	65.67
3.17	1.98	6515.42
2.74	0.13	5445.93
0.61	1.99	261.91
0.18	0.88	72.51
0.38	-1.41	242.0
2.61	2.5	1862.01
0.07	3.43	1174.0
0.12	2.84	799.18
-1.01	1.16	6.0
0.5	-1.18	204.74
2.68	-1.35	7283.01
3.11	0.69	8072.26
2.5	-0.58	4667.14
-0.4	-0.08	7.72
-1.31	2.27	36.02
0.22	1.55	226.09
0.92	-0.76	258.06
-0.68	-0.78	157.18
0.1	0.91	81.81
0.77	0.31	8.06
2.15	2.17	602.8
1.21	2.68	147.89
2.34	2.88	675.51
3.02	-0.11	8524.11
2.53	2.18	1783.94
0.88	2.35	248.27
-0.75	2.44	355.56
2.7	2.86	1965.38
2.9	2.07	4023.17
0.97	2.4	212.9
3.37	-0.33	13663.98
-0.89	2.73	379.12
2.45	0.91	2595.46
1.85	3.01	17.74
-0.39	-0.23	16.53
-0.24	-0.02	2.14
0.98	0.43	28.13
-0.17	1.28	157.89
-0.19	-1.01	110.85
2.19	2.2	675.39
0.1	1.78	314.1
0.2	3.25	1031.05
0.65	2.12	288.27
0.67	-1.18	265.44
2.7	0.81	4201.93
2.92	0.53	6397.93
3.11	3.14	4271.29
-0.76	-0.38	94.8
2.86	2.45	3286.29
0.72	-0.67	141.31
1.06	2.12	99.28
3.02	3.4	3276.38
1.99	0.91	931.29
1.11	2.34	122.76
-0.29	0.8	52.92
2.17	2.74	389.03
1.32	3.31	245.84
2.04	1.84	540.06
1.75	0.22	808.54
1.13	2.57	167.23
3.39	1.84	9322.02
2.2	3.16	283.68
2.66	-1.35	7101.83
-1.04	1.74	47.51
0.48	1.01	61.05
1.63	1.82	70.44
-1.11	-0.19	206.69
-0.32	2.82	740.28
-0.46	-0.43	43.3
-0.72	2.95	594.23
-0.76	-0.7	166.32
-1.31	-0.17	361.07
-0.68	-0.62	119.98
-0.37	3.45	1099.54
0.56	-0.9	147.48
0.68	-0.38	71.07
-0.45	2.54	548.49
-1.16	1.66	14.55
-0.93	2.12	161.25
2.82	0.26	5920.61
-1.27	1.89	12.83
0.76	-1.29	348.85
1.96	-0.26	1683.23
1.35	2.9	116.22
-1.3	1.41	13.13
1.18	2.65	158.19
3.4	1.47	10186.57
-0.99	-0.26	157.74
0.07	1.64	268.22
0.07	0.5	25.38
0.97	-0.52	213.42
2.0	0.8	1025.0
2.84	-0.42	7203.93
1.32	-0.96	730.4
1.83	1.18	471.1
-0.81	2.92	515.8
2.82	0.28	5889.88
-1.09	1.93	59.41
1.03	-0.83	357.55
1.75	3.21	2.74
1.95	1.76	418.08
2.15	2.47	464.65
0.21	1.31	160.87
2.82	2.32	3175.71
0.88	-0.29	113.31
-1.43	0.58	220.5
0.78	0.04	32.36
-0.22	1.14	120.65
1.78	2.62	30.68
-1.25	2.13	37.27
0.49	-1.21	210.54
3.02	-0.35	8972.93
1.8	-1.5	2247.4
0.85	0.46	6.91
-0.22	-0.59	42.24
2.6	0.19	4319.05
1.21	0.03	205.71
-0.08	2.85	809.77
3.35	3.26	6345.66
-0.15	-0.45	23.65
-0.22	1.97	370.74
2.09	-0.75	2620.68
0.67	2.09	269.43
3.1	1.24	7010.1
-1.16	1.21	6.5
-0.03	1.0	100.88
0.03	1.46	213.84
-0.9	1.66	75.86
3.1	-0.54	10306.66
2.35	1.87	1335.9
3.31	-1.06	14444.0
2.64	0.41	4305.52
2.33	0.66	2276.01
1.14	-0.62	368.51
1.27	-1.22	802.61
0.33	-0.03	2.38
-1.2	-0.73	475.73
0.11	-0.19	4.88
-1.44	-0.8	831.71
-1.11	-1.4	697.25
-0.16	3.29	1066.98
3.25	-1.43	14387.07
2.01	-1.02	2561.48
-1.32	1.98	11.03
1.49	-0.03	506.54
-1.39	2.98	115.52
3.39	1.34	10312.23
2.58	1.33	2839.55
1.4	0.64	174.4
0.29	2.64	653.77
-1.17	3.24	354.81
-0.79	0.32	12.45
2.94	3.33	2827.2
1.44	-1.39	1199.85
3.22	2.08	6874.69
0.94	0.15	53.82
2.24	1.4	1310.24
1.81	2.63	42.4
1.84	1.05	546.21
3.02	-1.09	10429.31
0.55	0.31	0.21
1.04	2.08	99.68
-0.1	-0.53	30.37
1.77	-0.33	1199.76
-0.44	0.37	5.19
2.68	2.52	2176.62
2.74	-0.7	6739.5
0.04	1.01	102.61
3.17	-0.63	11408.6
-0.55	0.01	10.96
2.46	-0.29	4023.72
2.21	1.54	1119.76
3.19	1.41	7689.25
1.69	0.36	623.53
1.77	-0.38	1234.64
-0.51	3.36	963.22
1.63	1.03	265.08
1.8	2.42	67.88
3.02	0.0	8322.25
1.96	0.56	1077.81
-0.47	1.12	83.0
2.6	0.15	4371.77
3.46	3.39	7370.44
0.26	2.14	430.03
2.27	1.73	1173.24
0.2	-1.08	126.08
0.03	3.16	998.93
-0.25	0.07	1.57
0.93	-1.09	382.17
0.49	2.9	707.77
3.43	2.48	8626.84
-0.02	-0.61	38.3
3.0	1.77	5231.29
3.07	-1.45	11830.63
-0.53	2.97	725.47
3.41	-0.77	15377.1
2.66	1.16	3502.19
1.73	-0.11	963.33
2.67	3.16	1578.01
1.06	0.87	6.43
0.12	-1.29	170.92
0.44	3.09	839.23
3.08	1.66	6129.58
3.44	1.18	11355.87
1.24	-0.55	435.86
-0.43	3.39	1029.31
1.52	1.15	134.92
2.26	-0.22	2839.92
3.35	-1.09	15165.29
-0.34	-1.26	191.02
1.87	3.31	4.25
0.89	0.42	13.86
1.04	3.12	415.51
1.25	-0.38	377.39
0.66	0.42	0.14
1.98	2.48	208.44
1.6	0.36	484.36
2.39	2.59	976.68
-1.3	2.09	21.29
0.56	-0.37	46.92
0.67	-1.0	210.04
3.35	3.5	5969.22
3.25	1.14	8883.41
2.27	0.82	1879.02
0.71	-1.23	300.79
-1.49	-0.01	503.53
0.89	2.33	236.53
2.31	0.31	2527.88
-1.19	3.39	394.42
2.7	0.77	4253.93
2.02	-1.37	2971.73
-0.66	-0.37	67.65
2.15	2.96	277.71
-0.62	2.68	529.6
2.31	2.38	875.57
1.15	1.11	4.54
2.66	-0.07	5108.72
1.29	0.9	58.47
0.98	-0.29	156.35
2.23	-0.42	2909.85
-0.73	1.79	161.02
1.83	1.47	353.72
2.39	1.3	1948.59
2.58	0.59	3682.62
1.64	2.9	4.84
2.34	2.45	917.22
-0.73	0.46	3.52
0.5	3.31	936.61
-1.17	0.79	38.22
-0.94	0.98	4.69
3.35	0.68	11119.95
2.53	3.07	1111.83
-0.62	0.44	2.93
0.7	-0.83	174.33
-0.87	3.04	524.75
-0.02	-1.3	170.14
2.13	0.29	1804.89
1.94	1.74	410.38
-0.91	-1.22	423.12
0.66	-1.42	344.44
-1.26	-0.6	483.67
-0.14	2.28	512.24
0.55	1.94	268.34
0.29	0.31	5.61
-0.38	3.0	817.35
1.12	3.49	499.81
0.49	-1.23	216.38
3.33	-0.24	12839.83
1.19	2.05	40.22
2.15	1.01	1306.34
-1.02	2.51	220.05
-0.47	3.09	825.33
2.18	1.83	855.43
0.64	0.58	3.03
0.55	1.09	62.22
2.21	2.34	648.71
-0.35	0.36	7.46
2.18	2.25	627.59
1.09	0.26	86.15
1.41	-0.96	869.3
-1.49	1.93	14.62
2.9	0.52	6228.82
2.99	1.59	5406.36
-1.07	1.02	5.84
2.04	0.04	1699.84
-0.02	-1.5	226.16
-1.1	2.04	73.3
-0.44	0.87	47.83
0.89	0.08	50.72
-0.09	3.31	1091.44
-0.11	-0.79	65.57
-0.67	0.2	8.98
-0.72	-0.76	166.39
-0.56	1.06	58.14
3.28	1.12	9295.07
-0.92	0.8	3.9
3.08	3.3	3831.48
2.48	-0.07	3871.53
2.44	0.51	2965.35
3.35	1.83	8827.43
-0.97	1.83	82.93
0.52	-0.29	31.64
-0.71	1.68	141.2
1.23	1.16	12.51
-0.51	3.37	969.43
0.59	3.25	842.27
0.84	1.85	130.99
0.67	0.09	12.99
0.3	1.61	231.53
-0.07	-0.69	49.43
0.21	0.06	0.65
-0.98	2.25	170.23
2.98	-1.11	9984.73
-1.03	0.87	7.77
0.99	0.98	0.0
0.38	2.45	531.96
-0.48	1.7	218.16
2.21	3.44	210.01
0.34	-0.45	32.43
1.73	3.36	14.01
-1.21	-0.39	348.65
3.26	2.49	6627.16
2.93	2.13	4170.3
-1.37	2.54	49.59
3.06	0.94	7099.95
2.3	3.27	409.73
0.15	-0.51	29.08
1.33	1.21	31.35
1.75	0.56	626.81
1.65	2.11	37.94
0.76	0.63	0.33
-0.73	1.44	85.28
2.79	1.93	3430.25
1.14	2.46	134.67
-1.12	0.28	99.44
-0.69	0.58	3.94
-0.42	0.11	2.46
2.0	0.4	1297.0
-0.06	-0.54	30.67
-1.17	1.67	13.78
1.58	1.65	71.98
0.67	2.08	266.16
-1.25	2.86	173.41
0.8	-0.39	106.13
2.48	2.95	1026.45
-1.05	0.13	98.78
1.95	1.92	355.28
2.27	-1.43	4335.07
-0.22	3.46	1165.39
-0.15	-0.85	77.45
0.76	1.98	196.73
1.93	0.66	940.23
1.63	-1.03	1359.72
2.4	1.21	2072.21
2.24	2.03	894.11
0.23	2.07	407.46
2.49	2.14	1650.66
0.54	2.72	589.92
0.51	1.53	161.5
-0.27	2.42	552.5
0.74	-0.19	54.47
1.42	2.07	0.46
1.16	-0.8	460.39
2.36	-1.48	4971.54
2.57	3.24	1134.72
2.29	-0.62	3440.43
-0.11	0.23	5.98
-0.57	2.58	511.01
3.2	0.05	10388.45
-0.66	1.61	140.68
0.04	0.58	34.38
1.03	2.19	127.49
0.55	1.55	155.83
1.97	2.09	321.67
3.18	-1.09	12554.13
1.36	1.14	50.48
2.25	1.89	1008.04
0.52	-1.43	289.37
-1.0	-1.19	483.61
0.58	0.28	0.49
2.64	-0.21	5157.36
3.16	3.33	4434.37
2.16	3.07	255.94
3.44	-0.78	15916.24
2.19	-0.41	2711.76
0.62	2.66	517.98
-1.14	2.91	263.92
0.24	0.36	9.72
-0.98	1.83	79.54
2.9	2.77	3184.57
0.87	0.64	1.38
-0.68	0.52	3.15
1.13	2.71	205.39
2.23	3.43	239.57
1.63	1.36	168.59
0.49	1.27	106.33
0.63	1.11	50.99
0.18	1.68	272.13
1.65	3.02	9.27
2.01	2.96	117.68
2.49	-0.32	4253.39
2.75	3.11	1985.54
0.96	-1.46	567.2
1.26	0.33	158.22
-0.18	-0.58	38.9
0.87	0.22	28.84
-0.41	-0.08	8.14
0.27	-0.11	3.88
1.04	-0.55	266.21
0.05	0.6	36.6
-0.48	1.82	254.87
-0.67	-1.17	264.87
-0.0	-0.61	38.21
2.03	3.07	111.5
2.67	3.01	1699.32
0.67	-1.09	236.93
1.87	0.19	1094.32
2.92	-0.23	7671.14
-0.5	-0.79	110.41
2.08	-0.42	2254.0
0.99	-0.84	331.28
-0.11	-0.9	84.42
0.81	3.38	742.0
0.05	1.69	285.67
-0.45	1.96	310.98
3.3	1.3	9202.1
-0.67	0.9	23.14
3.34	-1.33	15594.5
3.22	-1.35	13737.02
3.29	-0.39	12580.85
2.1	3.25	135.77
0.92	2.85	401.45
2.56	0.32	3888.21
-0.04	0.16	3.59
1.02	-0.87	364.96
2.38	3.3	560.94
-0.52	1.1	71.13
1.31	-0.78	623.15
-1.27	-1.39	906.89
-0.01	-0.17	3.91
0.23	1.95	360.49
-0.68	2.86	577.67
2.38	0.04	3165.29
0.84	2.41	290.52
-0.39	3.25	961.63
0.22	-0.73	61.2
0.03	2.88	829.86
2.52	-0.14	4214.84
-0.83	3.1	584.69
-1.18	2.02	44.14
-0.83	1.29	39.48
-1.31	2.8	122.82
1.33	-1.1	823.17
-0.84	-1.03	304.62
-0.51	1.29	108.35
-0.19	-0.55	35.77
-1.05	-0.7	329.1
1.57	2.75	8.45
-0.67	-1.15	258.44
1.7	-1.0	1513.7
2.7	3.25	1635.05
-0.57	-0.45	62.51
-1.02	-1.07	449.46
0.61	3.1	744.3
1.65	0.28	597.0
-1.13	-1.27	653.21
-1.01	1.62	40.03
3.14	3.22	4413.01
0.83	0.77	0.69
-0.49	3.1	820.12
1.27	0.09	232.0
-0.8	0.77	4.93
1.49	-1.01	1043.59
-0.94	1.99	126.18
-0.99	1.1	5.4
-0.38	1.71	247.01
1.47	3.22	112.39
2.5	0.04	3858.66
0.72	0.75	5.44
-0.54	1.25	94.22
2.9	3.01	2919.61
2.13	2.16	566.24
1.51	2.96	46.49
-1.27	2.8	146.07
-0.02	2.86	818.77
3.06	0.6	7684.31
0.21	-0.09	2.42
1.09	0.55	40.73
0.07	2.78	770.98
0.97	0.11	69.04
3.36	2.72	7349.37
3.26	-0.14	11599.23
1.95	-1.48	2791.38
-1.01	0.97	4.29
2.4	2.25	1233.97
1.34	3.36	244.85
1.53	0.75	253.38
3.39	-0.9	15362.13
3.0	1.47	5674.09
1.62	-0.59	1033.62
0.23	1.17	125.38
-0.22	2.46	583.07
-1.45	-0.83	865.96
0.71	0.53	0.15
3.46	1.28	11437.08
2.42	2.55	1095.24
1.81	1.06	491.77
2.17	2.54	471.78
3.34	2.79	7003.8
3.35	2.56	7509.41
-1.08	0.36	69.35
2.99	-0.75	9393.76
0.9	2.01	144.01
0.93	-1.06	370.53
1.52	2.92	37.43
1.43	-1.09	982.94
0.61	-1.12	222.79
1.39	2.8	75.48
0.03	1.18	139.97
-0.99	-1.44	589.65
3.46	0.69	12733.5
0.8	2.23	252.85
3.42	1.22	10981.35
-1.02	-1.16	488.26
2.93	-0.44	8148.61
1.2	1.7	6.8
-0.94	0.94	4.08
3.23	-1.24	13630.63
1.96	0.73	969.13
1.51	-0.17	600.56
1.67	3.32	28.66
-0.83	-0.81	228.02
3.39	1.74	9516.06
3.07	-0.81	10479.6
-0.5	2.33	434.89
-0.72	2.13	262.68
-0.87	-0.35	126.02
-1.29	-0.71	568.88
1.43	-0.73	770.19
0.01	0.08	1.62
3.31	0.42	11106.28
-0.08	-0.72	53.93
2.42	2.75	966.99
2.14	-0.85	2949.36
0.99	-0.17	132.27
0.04	0.97	94.7
2.07	2.99	168.82
2.19	2.71	436.6
0.94	1.94	111.6
-0.62	2.81	590.98
-1.24	0.85	52.3
2.87	-0.27	7240.23
3.48	-0.83	16751.55
0.74	-0.55	120.54
-0.18	-0.53	33.02
1.19	3.3	354.94
0.01	1.86	346.9
1.22	0.28	146.07
2.14	0.86	1384.84
2.97	-0.71	9087.69
2.82	-0.86	7769.15
0.38	1.31	136.25
2.94	1.53	5064.09
-1.05	0.57	32.56
2.54	2.43	1619.7
3.06	1.84	5664.7
3.31	-0.9	14062.05
-1.18	-0.25	274.5
3.36	-0.62	14189.43
0.75	0.38	3.39
3.2	0.71	9086.93
0.27	0.94	75.72
1.13	-0.21	221.1
1.86	0.7	762.28
-0.36	2.57	597.4
-1.16	3.12	319.52
-0.74	0.22	13.76
2.14	0.66	1537.63
1.44	0.77	170.13
1.43	3.19	131.31
-0.98	1.96	103.84
1.26	-1.07	706.35
0.51	3.38	973.62
-1.36	2.03	8.82
0.03	0.42	18.51
1.73	0.6	573.13
1.54	2.61	5.98
1.66	-0.68	1180.77
0.9	-0.23	108.17
3.19	2.22	6334.75
1.89	-0.53	1683.51
0.52	-0.35	38.72
3.11	1.84	6138.63
-0.92	2.86	409.14
1.6	-0.52	949.0
0.55	0.64	11.59
0.56	0.2	1.48
-0.67	3.35	844.43
-0.22	2.4	554.49
1.9	2.49	126.25
0.66	2.6	468.58
-0.02	-0.34	12.63
-0.0	-0.74	55.76
-0.96	-1.22	462.49
3.36	0.5	11647.12
0.47	-0.64	74.4
2.7	0.23	4987.25
-0.52	-0.84	125.61
-1.22	3.15	281.02
-1.44	2.82	61.66
2.13	3.16	190.86
1.73	-0.55	1255.75
1.58	3.35	73.2
-0.17	-0.86	80.38
2.68	3.31	1502.37
1.45	0.49	260.22
-0.99	0.83	6.21
-0.93	0.77	4.63
-1.32	0.72	109.91
-0.89	-0.14	90.45
0.1	-0.03	0.97
2.61	-1.44	6812.31
2.04	0.4	1416.05
-1.28	-0.87	634.41
1.28	-1.04	717.46
0.4	1.6	207.72
-0.24	-0.95	103.06
3.31	-0.77	13755.48
0.89	-0.2	98.44
-0.76	2.08	228.82
3.33	-0.74	13997.72
3.23	-0.01	10910.39
1.04	1.19	1.18
-0.66	0.56	4.3
-0.62	1.74	186.39
-1.26	0.49	125.58
1.16	2.24	80.02
2.72	2.35	2551.59
-0.54	-0.36	44.83
-1.48	2.45	12.89
0.7	3.17	718.33
1.66	0.54	491.32
-0.13	3.48	1200.58
2.15	0.59	1627.43
2.93	1.27	5354.5
2.08	0.25	1662.87
0.56	1.71	195.19
2.57	0.44	3803.06
0.7	2.33	338.65
-0.34	2.21	440.45
2.34	1.11	1907.64
1.34	0.79	101.24
3.38	-0.31	13775.28
1.03	-0.67	299.6
1.35	-0.99	791.14
-1.3	-0.05	308.05
-0.54	0.68	17.46
2.33	1.21	1781.68
-0.31	2.01	368.02
2.91	0.08	7039.67
2.89	0.58	6044.13
2.69	-0.86	6557.54
0.21	0.75	50.45
-0.73	1.31	63.38
3.43	2.53	8534.24
1.67	0.13	707.42
0.95	2.69	319.52
-1.22	-1.45	868.35
2.26	3.32	321.14
0.72	1.69	137.34
3.27	-0.16	11783.7
0.13	2.88	820.49
0.34	0.21	1.33
1.08	3.49	539.92
1.55	-0.58	889.83
-0.54	0.06	7.74
1.38	1.66	6.12
2.97	-1.06	9767.1
2.16	-0.02	2196.83
1.84	-0.75	1711.02
0.1	-0.16	3.7
3.31	3.16	6083.25
2.83	0.99	4929.84
0.06	0.0	0.88
0.64	1.58	137.11
2.65	1.3	3277.42
1.34	-1.06	815.56
-0.47	1.92	290.85
1.04	-0.49	246.99
1.48	-0.56	756.7
1.44	2.21	2.05
-0.49	-0.85	121.05
-1.13	1.22	4.86
0.4	1.82	275.92
-0.06	0.58	34.35
2.05	2.46	304.73
2.63	-0.88	6081.82
0.89	2.93	457.07
-1.16	2.73	196.32
-1.42	3.05	112.69
-0.7	0.32	5.78
-1.34	0.83	98.71
-0.14	1.89	351.14
3.49	-1.27	18096.72
-0.27	0.15	2.21
3.0	1.59	5494.81
-0.14	2.38	558.45
-0.85	2.63	367.28
2.81	1.76	3768.45
0.48	1.27	108.35
2.51	1.22	2583.02
-0.31	-0.2	10.48
1.15	3.19	348.78
0.1	2.28	516.1
0.97	-0.95	357.55
2.39	2.4	1098.93
-1.2	1.07	18.53
1.97	1.0	830.9
-0.28	1.85	315.5
0.24	3.16	963.07
3.07	2.81	4379.98
3.32	-0.14	12465.3
-0.97	2.36	205.27
2.97	0.3	7264.45
3.07	0.11	8681.02
-0.81	2.82	471.52
1.35	2.04	4.85
0.06	1.53	233.87
1.06	0.85	7.49
0.81	1.18	27.48
1.01	0.39	39.7
0.55	1.39	118.47
-0.3	0.41	11.93
3.41	2.66	8048.49
1.24	0.8	54.46
3.11	0.89	7716.98
-0.25	2.54	615.36
-0.36	3.38	1058.36
3.03	-0.55	9473.16
-0.1	3.09	949.85
-1.25	3.33	317.47
1.59	1.48	110.2
-0.5	3.4	994.5
3.41	2.97	7502.08
2.15	1.34	1078.8
3.17	0.03	10042.54
1.15	0.71	37.54
1.28	-0.79	589.79
-1.15	0.41	87.89
0.08	0.85	72.01
